place_key,label,name,county_borough,state_abbr,row_success,row_error,pillar_issue_count,pillars_flagged
Koreatown|Los Angeles|CA,"Koreatown, Los Angeles, CA",Koreatown,Los Angeles,CA,True,,0,
La Cañada Flintridge|Los Angeles|CA,"La Cañada Flintridge, Los Angeles, CA",La Cañada Flintridge,Los Angeles,CA,True,,0,
La Crescenta|Los Angeles|CA,"La Crescenta, Los Angeles, CA",La Crescenta,Los Angeles,CA,True,,0,
La Mirada|Los Angeles|CA,"La Mirada, Los Angeles, CA",La Mirada,Los Angeles,CA,True,,0,
Lakewood|Los Angeles|CA,"Lakewood, Los Angeles, CA",Lakewood,Los Angeles,CA,True,,0,
Larchmont Village|Los Angeles|CA,"Larchmont Village, Los Angeles, CA",Larchmont Village,Los Angeles,CA,True,,6,economic_security:pillar_error; climate_risk:pillar_error; diversity:pillar_error; social_fabric:pillar_error; healthcare_access:pillar_error; housing_value:pillar_error
Leimert Park|Los Angeles|CA,"Leimert Park, Los Angeles, CA",Leimert Park,Los Angeles,CA,True,,0,
Little Tokyo|Los Angeles|CA,"Little Tokyo, Los Angeles, CA",Little Tokyo,Los Angeles,CA,True,,0,
Long Beach|Los Angeles|CA,"Long Beach, Los Angeles, CA",Long Beach,Los Angeles,CA,True,,0,
Los Feliz|Los Angeles|CA,"Los Feliz, Los Angeles, CA",Los Feliz,Los Angeles,CA,True,,0,
Manhattan Beach|Los Angeles|CA,"Manhattan Beach, Los Angeles, CA",Manhattan Beach,Los Angeles,CA,True,,0,
Mar Vista|Los Angeles|CA,"Mar Vista, Los Angeles, CA",Mar Vista,Los Angeles,CA,True,,0,
Marina del Rey|Los Angeles|CA,"Marina del Rey, Los Angeles, CA",Marina del Rey,Los Angeles,CA,True,,0,
Mid-City|Los Angeles|CA,"Mid-City, Los Angeles, CA",Mid-City,Los Angeles,CA,True,,0,
Miracle Mile|Los Angeles|CA,"Miracle Mile, Los Angeles, CA",Miracle Mile,Los Angeles,CA,True,,0,
Monrovia|Los Angeles|CA,"Monrovia, Los Angeles, CA",Monrovia,Los Angeles,CA,True,,0,
Montebello|Los Angeles|CA,"Montebello, Los Angeles, CA",Montebello,Los Angeles,CA,True,,0,
Monterey Park|Los Angeles|CA,"Monterey Park, Los Angeles, CA",Monterey Park,Los Angeles,CA,True,,0,
Mount Washington|Los Angeles|CA,"Mount Washington, Los Angeles, CA",Mount Washington,Los Angeles,CA,True,,0,
North Hollywood|Los Angeles|CA,"North Hollywood, Los Angeles, CA",North Hollywood,Los Angeles,CA,True,,0,
Pacific Palisades|Los Angeles|CA,"Pacific Palisades, Los Angeles, CA",Pacific Palisades,Los Angeles,CA,True,,0,
Palms|Los Angeles|CA,"Palms, Los Angeles, CA",Palms,Los Angeles,CA,True,,0,
Palos Verdes Estates|Los Angeles|CA,"Palos Verdes Estates, Los Angeles, CA",Palos Verdes Estates,Los Angeles,CA,True,,0,
Pasadena|Los Angeles|CA,"Pasadena, Los Angeles, CA",Pasadena,Los Angeles,CA,True,,0,
Pico-Robertson|Los Angeles|CA,"Pico-Robertson, Los Angeles, CA",Pico-Robertson,Los Angeles,CA,True,,0,
Playa Vista|Los Angeles|CA,"Playa Vista, Los Angeles, CA",Playa Vista,Los Angeles,CA,True,,0,
Playa del Rey|Los Angeles|CA,"Playa del Rey, Los Angeles, CA",Playa del Rey,Los Angeles,CA,True,,0,
Porter Ranch|Los Angeles|CA,"Porter Ranch, Los Angeles, CA",Porter Ranch,Los Angeles,CA,True,,0,
Rancho Palos Verdes|Los Angeles|CA,"Rancho Palos Verdes, Los Angeles, CA",Rancho Palos Verdes,Los Angeles,CA,True,,0,
Redondo Beach|Los Angeles|CA,"Redondo Beach, Los Angeles, CA",Redondo Beach,Los Angeles,CA,True,,0,
Reseda|Los Angeles|CA,"Reseda, Los Angeles, CA",Reseda,Los Angeles,CA,True,,0,
Rolling Hills Estates|Los Angeles|CA,"Rolling Hills Estates, Los Angeles, CA",Rolling Hills Estates,Los Angeles,CA,True,,0,
Rosemead|Los Angeles|CA,"Rosemead, Los Angeles, CA",Rosemead,Los Angeles,CA,True,,0,
San Fernando|Los Angeles|CA,"San Fernando, Los Angeles, CA",San Fernando,Los Angeles,CA,True,,0,
San Gabriel|Los Angeles|CA,"San Gabriel, Los Angeles, CA",San Gabriel,Los Angeles,CA,True,,0,
San Marino|Los Angeles|CA,"San Marino, Los Angeles, CA",San Marino,Los Angeles,CA,True,,0,
San Pedro|Los Angeles|CA,"San Pedro, Los Angeles, CA",San Pedro,Los Angeles,CA,True,,0,
Santa Monica|Los Angeles|CA,"Santa Monica, Los Angeles, CA",Santa Monica,Los Angeles,CA,True,,0,
Sherman Oaks|Los Angeles|CA,"Sherman Oaks, Los Angeles, CA",Sherman Oaks,Los Angeles,CA,True,,0,
Signal Hill|Los Angeles|CA,"Signal Hill, Los Angeles, CA",Signal Hill,Los Angeles,CA,True,,0,
Silver Lake|Los Angeles|CA,"Silver Lake, Los Angeles, CA",Silver Lake,Los Angeles,CA,True,,0,
Studio City|Los Angeles|CA,"Studio City, Los Angeles, CA",Studio City,Los Angeles,CA,True,,0,
Sunland-Tujunga|Los Angeles|CA,"Sunland-Tujunga, Los Angeles, CA",Sunland-Tujunga,Los Angeles,CA,True,,1,natural_beauty:pillar_error
Sylmar|Los Angeles|CA,"Sylmar, Los Angeles, CA",Sylmar,Los Angeles,CA,True,,0,
Tarzana|Los Angeles|CA,"Tarzana, Los Angeles, CA",Tarzana,Los Angeles,CA,True,,0,
Temple City|Los Angeles|CA,"Temple City, Los Angeles, CA",Temple City,Los Angeles,CA,True,,0,
Thousand Oaks|Los Angeles|CA,"Thousand Oaks, Los Angeles, CA",Thousand Oaks,Los Angeles,CA,True,,0,
Torrance|Los Angeles|CA,"Torrance, Los Angeles, CA",Torrance,Los Angeles,CA,True,,0,
Van Nuys|Los Angeles|CA,"Van Nuys, Los Angeles, CA",Van Nuys,Los Angeles,CA,True,,0,
Venice|Los Angeles|CA,"Venice, Los Angeles, CA",Venice,Los Angeles,CA,True,,0,
View Park|Los Angeles|CA,"View Park, Los Angeles, CA",View Park,Los Angeles,CA,True,,1,natural_beauty:pillar_error
Watts|Los Angeles|CA,"Watts, Los Angeles, CA",Watts,Los Angeles,CA,True,,0,
West Hollywood|Los Angeles|CA,"West Hollywood, Los Angeles, CA",West Hollywood,Los Angeles,CA,True,,0,
West LA|Los Angeles|CA,"West LA, Los Angeles, CA",West LA,Los Angeles,CA,True,,1,natural_beauty:pillar_error
Westwood|Los Angeles|CA,"Westwood, Los Angeles, CA",Westwood,Los Angeles,CA,True,,1,natural_beauty:pillar_error
Whittier|Los Angeles|CA,"Whittier, Los Angeles, CA",Whittier,Los Angeles,CA,True,,1,natural_beauty:pillar_error
Wilmington|Los Angeles|CA,"Wilmington, Los Angeles, CA",Wilmington,Los Angeles,CA,True,,0,
Windsor Square|Los Angeles|CA,"Windsor Square, Los Angeles, CA",Windsor Square,Los Angeles,CA,True,,0,
Woodland Hills|Los Angeles|CA,"Woodland Hills, Los Angeles, CA",Woodland Hills,Los Angeles,CA,True,,0,
