place_key,label,name,county_borough,state_abbr,row_success,row_error,pillar_issue_count,pillars_flagged
Cobble Hill|Brooklyn|NY,"Cobble Hill, Brooklyn, NY",Cobble Hill,Brooklyn,NY,True,,0,
Coney Island|Brooklyn|NY,"Coney Island, Brooklyn, NY",Coney Island,Brooklyn,NY,True,,0,
Cos Cob|Fairfield|CT,"Cos Cob, Fairfield, CT",Cos Cob,Fairfield,CT,True,,0,
Cranford|Union|NJ,"Cranford, Union, NJ",Cranford,Union,NJ,True,,0,
Cresskill|Bergen|NJ,"Cresskill, Bergen, NJ",Cresskill,Bergen,NJ,True,,0,
Croton-on-Hudson|Westchester|NY,"Croton-on-Hudson, Westchester, NY",Croton-on-Hudson,Westchester,NY,True,,0,
Crown Heights|Brooklyn|NY,"Crown Heights, Brooklyn, NY",Crown Heights,Brooklyn,NY,True,,0,
DUMBO|Brooklyn|NY,"DUMBO, Brooklyn, NY",DUMBO,Brooklyn,NY,True,,0,
Darien|Fairfield|CT,"Darien, Fairfield, CT",Darien,Fairfield,CT,True,,0,
Demarest|Bergen|NJ,"Demarest, Bergen, NJ",Demarest,Bergen,NJ,True,,0,
Ditmas Park|Brooklyn|NY,"Ditmas Park, Brooklyn, NY",Ditmas Park,Brooklyn,NY,True,,0,
Dobbs Ferry|Westchester|NY,"Dobbs Ferry, Westchester, NY",Dobbs Ferry,Westchester,NY,True,,0,
East Harlem|Manhattan|NY,"East Harlem, Manhattan, NY",East Harlem,Manhattan,NY,True,,0,
East New York|Brooklyn|NY,"East New York, Brooklyn, NY",East New York,Brooklyn,NY,True,,0,
East Village|Manhattan|NY,"East Village, Manhattan, NY",East Village,Manhattan,NY,True,,0,
Eastchester|Westchester|NY,"Eastchester, Westchester, NY",Eastchester,Westchester,NY,True,,0,
Edgewater|Bergen|NJ,"Edgewater, Bergen, NJ",Edgewater,Bergen,NJ,True,,0,
Elmhurst|Queens|NY,"Elmhurst, Queens, NY",Elmhurst,Queens,NY,True,,0,
Englewood|Bergen|NJ,"Englewood, Bergen, NJ",Englewood,Bergen,NJ,True,,0,
Fairfield|Fairfield|CT,"Fairfield, Fairfield, CT",Fairfield,Fairfield,CT,True,,0,
Fieldston|Bronx|NY,"Fieldston, Bronx, NY",Fieldston,Bronx,NY,True,,0,
Financial District|Manhattan|NY,"Financial District, Manhattan, NY",Financial District,Manhattan,NY,True,,0,
Flatbush|Brooklyn|NY,"Flatbush, Brooklyn, NY",Flatbush,Brooklyn,NY,True,,0,
Flatiron|Manhattan|NY,"Flatiron, Manhattan, NY",Flatiron,Manhattan,NY,True,,0,
Flatlands|Brooklyn|NY,"Flatlands, Brooklyn, NY",Flatlands,Brooklyn,NY,True,,0,
Floral Park|Nassau|NY,"Floral Park, Nassau, NY",Floral Park,Nassau,NY,True,,0,
Flushing|Queens|NY,"Flushing, Queens, NY",Flushing,Queens,NY,True,,0,
Fordham|Bronx|NY,"Fordham, Bronx, NY",Fordham,Bronx,NY,True,,0,
Forest Hills|Queens|NY,"Forest Hills, Queens, NY",Forest Hills,Queens,NY,True,,0,
Fort Greene|Brooklyn|NY,"Fort Greene, Brooklyn, NY",Fort Greene,Brooklyn,NY,True,,0,
Fort Lee|Bergen|NJ,"Fort Lee, Bergen, NJ",Fort Lee,Bergen,NJ,True,,0,
Freeport|Nassau|NY,"Freeport, Nassau, NY",Freeport,Nassau,NY,True,,0,
Garden City|Nassau|NY,"Garden City, Nassau, NY",Garden City,Nassau,NY,True,,0,
Glen Ridge|Essex|NJ,"Glen Ridge, Essex, NJ",Glen Ridge,Essex,NJ,True,,0,
Glen Rock|Bergen|NJ,"Glen Rock, Bergen, NJ",Glen Rock,Bergen,NJ,True,,0,
Glendale|Queens|NY,"Glendale, Queens, NY",Glendale,Queens,NY,True,,0,
Gowanus|Brooklyn|NY,"Gowanus, Brooklyn, NY",Gowanus,Brooklyn,NY,True,,0,
Gramercy Park|Manhattan|NY,"Gramercy Park, Manhattan, NY",Gramercy Park,Manhattan,NY,True,,0,
Great Kills|Staten Island|NY,"Great Kills, Staten Island, NY",Great Kills,Staten Island,NY,True,,0,
Great Neck|Nassau|NY,"Great Neck, Nassau, NY",Great Neck,Nassau,NY,True,,0,
Greenpoint|Brooklyn|NY,"Greenpoint, Brooklyn, NY",Greenpoint,Brooklyn,NY,True,,0,
Greenwich Village|Manhattan|NY,"Greenwich Village, Manhattan, NY",Greenwich Village,Manhattan,NY,True,,0,
Greenwich|Fairfield|CT,"Greenwich, Fairfield, CT",Greenwich,Fairfield,CT,True,,0,
Hamilton Heights|Manhattan|NY,"Hamilton Heights, Manhattan, NY",Hamilton Heights,Manhattan,NY,True,,0,
Harlem|Manhattan|NY,"Harlem, Manhattan, NY",Harlem,Manhattan,NY,True,,0,
Harrison|Westchester|NY,"Harrison, Westchester, NY",Harrison,Westchester,NY,True,,0,
Hastings-on-Hudson|Westchester|NY,"Hastings-on-Hudson, Westchester, NY",Hastings-on-Hudson,Westchester,NY,True,,0,
Hell's Kitchen|Manhattan|NY,"Hell's Kitchen, Manhattan, NY",Hell's Kitchen,Manhattan,NY,True,,0,
Hempstead|Nassau|NY,"Hempstead, Nassau, NY",Hempstead,Nassau,NY,True,,0,
Hewlett|Nassau|NY,"Hewlett, Nassau, NY",Hewlett,Nassau,NY,True,,0,
Hoboken|Hudson|NJ,"Hoboken, Hudson, NJ",Hoboken,Hudson,NJ,True,,0,
Howard Beach|Queens|NY,"Howard Beach, Queens, NY",Howard Beach,Queens,NY,True,,0,
Hunts Point|Bronx|NY,"Hunts Point, Bronx, NY",Hunts Point,Bronx,NY,True,,0,
Inwood|Manhattan|NY,"Inwood, Manhattan, NY",Inwood,Manhattan,NY,True,,0,
Irvington|Westchester|NY,"Irvington, Westchester, NY",Irvington,Westchester,NY,True,,0,
Jackson Heights|Queens|NY,"Jackson Heights, Queens, NY",Jackson Heights,Queens,NY,True,,0,
Jamaica|Queens|NY,"Jamaica, Queens, NY",Jamaica,Queens,NY,True,,0,
Jersey City|Hudson|NJ,"Jersey City, Hudson, NJ",Jersey City,Hudson,NJ,True,,0,
Katonah|Westchester|NY,"Katonah, Westchester, NY",Katonah,Westchester,NY,True,,0,
Kensington|Brooklyn|NY,"Kensington, Brooklyn, NY",Kensington,Brooklyn,NY,True,,0,
Kew Gardens|Queens|NY,"Kew Gardens, Queens, NY",Kew Gardens,Queens,NY,True,,0,
Kips Bay|Manhattan|NY,"Kips Bay, Manhattan, NY",Kips Bay,Manhattan,NY,True,,0,
Larchmont|Westchester|NY,"Larchmont, Westchester, NY",Larchmont,Westchester,NY,True,,0,
Lawrence|Nassau|NY,"Lawrence, Nassau, NY",Lawrence,Nassau,NY,True,,0,
Leonia|Bergen|NJ,"Leonia, Bergen, NJ",Leonia,Bergen,NJ,True,,0,
Little Italy|Manhattan|NY,"Little Italy, Manhattan, NY",Little Italy,Manhattan,NY,True,,0,
Long Beach|Nassau|NY,"Long Beach, Nassau, NY",Long Beach,Nassau,NY,True,,0,
Long Island City|Queens|NY,"Long Island City, Queens, NY",Long Island City,Queens,NY,True,,0,
Lower East Side|Manhattan|NY,"Lower East Side, Manhattan, NY",Lower East Side,Manhattan,NY,True,,0,
Lynbrook|Nassau|NY,"Lynbrook, Nassau, NY",Lynbrook,Nassau,NY,True,,0,
Madison|Morris|NJ,"Madison, Morris, NJ",Madison,Morris,NJ,True,,0,
Malverne|Nassau|NY,"Malverne, Nassau, NY",Malverne,Nassau,NY,True,,0,
Mamaroneck|Westchester|NY,"Mamaroneck, Westchester, NY",Mamaroneck,Westchester,NY,True,,0,
Manhasset|Nassau|NY,"Manhasset, Nassau, NY",Manhasset,Nassau,NY,True,,0,
Manhattanville|Manhattan|NY,"Manhattanville, Manhattan, NY",Manhattanville,Manhattan,NY,True,,0,
Maplewood|Essex|NJ,"Maplewood, Essex, NJ",Maplewood,Essex,NJ,True,,0,
Maspeth|Queens|NY,"Maspeth, Queens, NY",Maspeth,Queens,NY,True,,0,
Merrick|Nassau|NY,"Merrick, Nassau, NY",Merrick,Nassau,NY,True,,0,
Midtown East|Manhattan|NY,"Midtown East, Manhattan, NY",Midtown East,Manhattan,NY,True,,0,
Midtown|Manhattan|NY,"Midtown, Manhattan, NY",Midtown,Manhattan,NY,True,,0,
Millburn|Essex|NJ,"Millburn, Essex, NJ",Millburn,Essex,NJ,True,,0,
Mineola|Nassau|NY,"Mineola, Nassau, NY",Mineola,Nassau,NY,True,,0,
Montclair|Essex|NJ,"Montclair, Essex, NJ",Montclair,Essex,NJ,True,,0,
Morningside Heights|Manhattan|NY,"Morningside Heights, Manhattan, NY",Morningside Heights,Manhattan,NY,True,,0,
Morris Park|Bronx|NY,"Morris Park, Bronx, NY",Morris Park,Bronx,NY,True,,11,neighborhood_amenities:pillar_error; economic_security:pillar_error; climate_risk:pillar_error; natural_beauty:pillar_error; diversity:pillar_error; social_fabric:pillar_error; built_beauty:pillar_error; healthcare_access:pillar_error; public_transit_access:pillar_error; air_travel_access:pillar_error; housing_value:pillar_error
Morristown|Morris|NJ,"Morristown, Morris, NJ",Morristown,Morris,NJ,True,,0,
Mott Haven|Bronx|NY,"Mott Haven, Bronx, NY",Mott Haven,Bronx,NY,True,,9,neighborhood_amenities:pillar_error; economic_security:pillar_error; climate_risk:pillar_error; diversity:pillar_error; social_fabric:pillar_error; healthcare_access:pillar_error; public_transit_access:pillar_error; air_travel_access:pillar_error; housing_value:pillar_error
Mount Kisco|Westchester|NY,"Mount Kisco, Westchester, NY",Mount Kisco,Westchester,NY,True,,0,
Mount Vernon|Westchester|NY,"Mount Vernon, Westchester, NY",Mount Vernon,Westchester,NY,True,,0,
Murray Hill|Manhattan|NY,"Murray Hill, Manhattan, NY",Murray Hill,Manhattan,NY,True,,8,economic_security:pillar_error; climate_risk:pillar_error; diversity:pillar_error; social_fabric:pillar_error; healthcare_access:pillar_error; public_transit_access:pillar_error; air_travel_access:pillar_error; housing_value:pillar_error
New Canaan|Fairfield|CT,"New Canaan, Fairfield, CT",New Canaan,Fairfield,CT,True,,0,
New Dorp|Staten Island|NY,"New Dorp, Staten Island, NY",New Dorp,Staten Island,NY,True,,5,economic_security:pillar_error; climate_risk:pillar_error; diversity:pillar_error; social_fabric:pillar_error; housing_value:pillar_error
New Hyde Park|Nassau|NY,"New Hyde Park, Nassau, NY",New Hyde Park,Nassau,NY,True,,0,
New Rochelle|Westchester|NY,"New Rochelle, Westchester, NY",New Rochelle,Westchester,NY,True,,0,
NoHo|Manhattan|NY,"NoHo, Manhattan, NY",NoHo,Manhattan,NY,True,,8,economic_security:pillar_error; climate_risk:pillar_error; diversity:pillar_error; social_fabric:pillar_error; healthcare_access:pillar_error; public_transit_access:pillar_error; air_travel_access:pillar_error; housing_value:pillar_error
Nolita|Manhattan|NY,"Nolita, Manhattan, NY",Nolita,Manhattan,NY,True,,0,
Norwalk|Fairfield|CT,"Norwalk, Fairfield, CT",Norwalk,Fairfield,CT,True,,0,
Oceanside|Nassau|NY,"Oceanside, Nassau, NY",Oceanside,Nassau,NY,True,,0,
Old Greenwich|Fairfield|CT,"Old Greenwich, Fairfield, CT",Old Greenwich,Fairfield,CT,True,,0,
Ossining|Westchester|NY,"Ossining, Westchester, NY",Ossining,Westchester,NY,True,,0,
Ozone Park|Queens|NY,"Ozone Park, Queens, NY",Ozone Park,Queens,NY,True,,0,
Park Slope|Brooklyn|NY,"Park Slope, Brooklyn, NY",Park Slope,Brooklyn,NY,True,,0,
Peekskill|Westchester|NY,"Peekskill, Westchester, NY",Peekskill,Westchester,NY,True,,0,
Pelham Bay|Bronx|NY,"Pelham Bay, Bronx, NY",Pelham Bay,Bronx,NY,True,,0,
Pelham Manor|Westchester|NY,"Pelham Manor, Westchester, NY",Pelham Manor,Westchester,NY,True,,5,economic_security:pillar_error; climate_risk:pillar_error; diversity:pillar_error; social_fabric:pillar_error; housing_value:pillar_error
Pelham|Westchester|NY,"Pelham, Westchester, NY",Pelham,Westchester,NY,True,,0,
Pleasantville|Westchester|NY,"Pleasantville, Westchester, NY",Pleasantville,Westchester,NY,True,,0,
Port Chester|Westchester|NY,"Port Chester, Westchester, NY",Port Chester,Westchester,NY,True,,0,
Port Washington|Nassau|NY,"Port Washington, Nassau, NY",Port Washington,Nassau,NY,True,,2,diversity:pillar_error; social_fabric:pillar_error
Prospect Heights|Brooklyn|NY,"Prospect Heights, Brooklyn, NY",Prospect Heights,Brooklyn,NY,True,,0,
Red Hook|Brooklyn|NY,"Red Hook, Brooklyn, NY",Red Hook,Brooklyn,NY,True,,0,
Rego Park|Queens|NY,"Rego Park, Queens, NY",Rego Park,Queens,NY,True,,0,
Richmond Hill|Queens|NY,"Richmond Hill, Queens, NY",Richmond Hill,Queens,NY,True,,0,
Ridgewood|Bergen|NJ,"Ridgewood, Bergen, NJ",Ridgewood,Bergen,NJ,False,"rerun_failed_catalog_pillars: HTTPSConnectionPool(host='home-fit-production.up.railway.app', port=443): Read timed out. (read timeout=900)",,
Ridgewood|Queens|NY,"Ridgewood, Queens, NY",Ridgewood,Queens,NY,True,,0,
Riverdale|Bronx|NY,"Riverdale, Bronx, NY",Riverdale,Bronx,NY,True,,8,economic_security:pillar_error; climate_risk:pillar_error; diversity:pillar_error; social_fabric:pillar_error; healthcare_access:pillar_error; public_transit_access:pillar_error; air_travel_access:pillar_error; housing_value:pillar_error
Riverside|Fairfield|CT,"Riverside, Fairfield, CT",Riverside,Fairfield,CT,True,,0,
Rockaway Beach|Queens|NY,"Rockaway Beach, Queens, NY",Rockaway Beach,Queens,NY,True,,5,economic_security:pillar_error; climate_risk:pillar_error; diversity:pillar_error; social_fabric:pillar_error; housing_value:pillar_error
Rockville Centre|Nassau|NY,"Rockville Centre, Nassau, NY",Rockville Centre,Nassau,NY,True,,8,economic_security:pillar_error; climate_risk:pillar_error; diversity:pillar_error; social_fabric:pillar_error; healthcare_access:pillar_error; public_transit_access:pillar_error; air_travel_access:pillar_error; housing_value:pillar_error
Roslyn|Nassau|NY,"Roslyn, Nassau, NY",Roslyn,Nassau,NY,True,,0,
Rye|Westchester|NY,"Rye, Westchester, NY",Rye,Westchester,NY,True,,0,
Scarsdale|Westchester|NY,"Scarsdale, Westchester, NY",Scarsdale,Westchester,NY,True,,0,
Sheepshead Bay|Brooklyn|NY,"Sheepshead Bay, Brooklyn, NY",Sheepshead Bay,Brooklyn,NY,True,,0,
Short Hills|Essex|NJ,"Short Hills, Essex, NJ",Short Hills,Essex,NJ,True,,0,
Sleepy Hollow|Westchester|NY,"Sleepy Hollow, Westchester, NY",Sleepy Hollow,Westchester,NY,True,,0,
SoHo|Manhattan|NY,"SoHo, Manhattan, NY",SoHo,Manhattan,NY,True,,0,
South Orange|Essex|NJ,"South Orange, Essex, NJ",South Orange,Essex,NJ,True,,0,
Southport|Fairfield|CT,"Southport, Fairfield, CT",Southport,Fairfield,CT,True,,0,
St. George|Staten Island|NY,"St. George, Staten Island, NY",St. George,Staten Island,NY,True,,0,
Stamford|Fairfield|CT,"Stamford, Fairfield, CT",Stamford,Fairfield,CT,True,,0,
Stapleton|Staten Island|NY,"Stapleton, Staten Island, NY",Stapleton,Staten Island,NY,True,,0,
Summit|Union|NJ,"Summit, Union, NJ",Summit,Union,NJ,True,,0,
Sunnyside|Queens|NY,"Sunnyside, Queens, NY",Sunnyside,Queens,NY,True,,0,
Sunset Park|Brooklyn|NY,"Sunset Park, Brooklyn, NY",Sunset Park,Brooklyn,NY,True,,0,
Tarrytown|Westchester|NY,"Tarrytown, Westchester, NY",Tarrytown,Westchester,NY,True,,0,
Tenafly|Bergen|NJ,"Tenafly, Bergen, NJ",Tenafly,Bergen,NJ,True,,0,
Tottenville|Staten Island|NY,"Tottenville, Staten Island, NY",Tottenville,Staten Island,NY,True,,0,
Tremont|Bronx|NY,"Tremont, Bronx, NY",Tremont,Bronx,NY,True,,0,
Tribeca|Manhattan|NY,"Tribeca, Manhattan, NY",Tribeca,Manhattan,NY,True,,0,
Tuckahoe|Westchester|NY,"Tuckahoe, Westchester, NY",Tuckahoe,Westchester,NY,True,,0,
Turtle Bay|Manhattan|NY,"Turtle Bay, Manhattan, NY",Turtle Bay,Manhattan,NY,True,,0,
Upper East Side|Manhattan|NY,"Upper East Side, Manhattan, NY",Upper East Side,Manhattan,NY,True,,0,
Upper West Side|Manhattan|NY,"Upper West Side, Manhattan, NY",Upper West Side,Manhattan,NY,True,,0,
Valley Stream|Nassau|NY,"Valley Stream, Nassau, NY",Valley Stream,Nassau,NY,True,,0,
Washington Heights|Manhattan|NY,"Washington Heights, Manhattan, NY",Washington Heights,Manhattan,NY,True,,0,
Weehawken|Hudson|NJ,"Weehawken, Hudson, NJ",Weehawken,Hudson,NJ,True,,0,
West Orange|Essex|NJ,"West Orange, Essex, NJ",West Orange,Essex,NJ,True,,0,
West Village|Manhattan|NY,"West Village, Manhattan, NY",West Village,Manhattan,NY,True,,0,
Westfield|Union|NJ,"Westfield, Union, NJ",Westfield,Union,NJ,True,,0,
Weston|Fairfield|CT,"Weston, Fairfield, CT",Weston,Fairfield,CT,True,,0,
Westport|Fairfield|CT,"Westport, Fairfield, CT",Westport,Fairfield,CT,True,,0,
Westwood|Bergen|NJ,"Westwood, Bergen, NJ",Westwood,Bergen,NJ,True,,0,
White Plains|Westchester|NY,"White Plains, Westchester, NY",White Plains,Westchester,NY,True,,0,
Williamsburg|Brooklyn|NY,"Williamsburg, Brooklyn, NY",Williamsburg,Brooklyn,NY,True,,0,
Wilton|Fairfield|CT,"Wilton, Fairfield, CT",Wilton,Fairfield,CT,True,,0,
Windsor Terrace|Brooklyn|NY,"Windsor Terrace, Brooklyn, NY",Windsor Terrace,Brooklyn,NY,True,,0,
Woodmere|Nassau|NY,"Woodmere, Nassau, NY",Woodmere,Nassau,NY,True,,0,
Woodside|Queens|NY,"Woodside, Queens, NY",Woodside,Queens,NY,True,,0,
Yonkers|Westchester|NY,"Yonkers, Westchester, NY",Yonkers,Westchester,NY,True,,0,
Yorktown Heights|Westchester|NY,"Yorktown Heights, Westchester, NY",Yorktown Heights,Westchester,NY,True,,0,
Yorkville|Manhattan|NY,"Yorkville, Manhattan, NY",Yorkville,Manhattan,NY,True,,0,
