metro,location,state,area_type,status_signal,archetype,archetype_rule,status_label,wealth,home_cost,education,occupation,wealth_gap,signal_strength,composite_score
LA,"Monterey Park, California",,,29.4,Working Class,working_class_low_wealth,Working Community,32.890325508960885,35.01715749789983,22.48166666666667,21.394894628000642,0.34280787045882627,moderate,29.4
LA,"Mount Washington, Los Angeles, California",,,56.5,Affluent,affluent_residual,Affluent & Ascendant,73.37700267472358,52.353984464546144,39.208333333333336,38.73453616100675,0.6333622366139613,strong,56.5
LA,"North Hollywood, Los Angeles, California",,,23.3,Working Class,working_class_low_wealth,Working Community,23.88881873017145,38.46734771299873,9.367222222222223,15.498502560139116,0.18607945507396995,faint,23.3
LA,"Pacific Palisades, Los Angeles, California",,,88.8,Affluent,affluent_residual,Affluent & Ascendant,84.15925733155484,100.0,100.0,79.80467984118684,0.612556200377608,dominant,88.8
LA,"Palms, Los Angeles, California",,,69.0,Affluent,affluent_residual,Affluent & Ascendant,64.31127117768771,58.16323592481515,79.68,76.81036069193962,0.394160092101557,strong,69.0
LA,"Palos Verdes Estates, California",,,85.9,Affluent,affluent_residual,Affluent & Ascendant,84.90143136348966,100.0,85.70666666666668,77.9907816599917,0.6313739686054062,dominant,85.9
LA,"Pasadena, California",,,57.5,Affluent,affluent_residual,Affluent & Ascendant,64.17864585056064,43.42289178475865,59.73444444444445,50.93764455388968,1.200582254972469,strong,57.5
LA,"Pico-Robertson, Los Angeles, California",,,69.1,Affluent,affluent_residual,Affluent & Ascendant,64.07563593151373,81.90539406678417,79.205,60.68464228079612,0.27953683687881703,strong,69.1
LA,"Playa Vista, Los Angeles, California",,,69.5,Transitional,transitional_cost_wealth_gap,In Transition,54.95457837894412,75.76779361093473,67.25444444444445,98.78156598270768,0.20796475393167768,strong,69.5
LA,"Playa del Rey, Los Angeles, California",,,81.4,Affluent,affluent_residual,Affluent & Ascendant,87.17702740637347,87.87629426333893,66.80444444444444,77.95032443594742,0.6890715396231456,dominant,81.4
LA,"Porter Ranch, Los Angeles, California",,,64.9,Affluent,affluent_residual,Affluent & Ascendant,64.82037826380028,44.27154765025881,74.095,71.18942218998589,0.12222033786608458,strong,64.9
LA,"Rancho Palos Verdes, California",,,74.8,Affluent,affluent_residual,Affluent & Ascendant,80.89879285145686,70.75163126306767,80.43222222222222,58.58334742821815,0.5298873622595438,strong,74.8
LA,"Redondo Beach, California",,,69.9,Affluent,affluent_residual,Affluent & Ascendant,76.68725888187869,57.668186669940056,62.38444444444444,71.19200172568783,0.4231042268857379,strong,69.9
LA,"Reseda, Los Angeles, California",,,23.3,Working Class,working_class_low_wealth,Working Community,27.22341251189294,23.86844621719225,22.765555555555554,14.005229872781202,0.22556449123462016,faint,23.3
LA,"Rolling Hills Estates, California",,,76.5,Affluent,affluent_residual,Affluent & Ascendant,72.1361039714279,80.03633055348021,74.80888888888889,85.15215716486902,0.30771002742769477,dominant,76.5
LA,"Rosemead, California",,,26.3,Working Class,working_class_low_wealth,Working Community,28.302386926244615,35.00705445188197,19.03666666666667,16.96855492375377,0.16240873908712136,moderate,26.3
LA,"San Fernando, California",,,25.7,Working Class,working_class_low_wealth,Working Community,36.79356684684009,28.58151718452355,5.267777777777778,22.345255195099323,0.37685063784051454,moderate,25.7
LA,"San Gabriel, California",,,33.2,Working Class,working_class_low_wealth,Working Community,36.04889611721347,39.69486780416862,15.663333333333336,39.32871106166561,0.26220431810163375,moderate,33.2
LA,"San Marino, California",,,79.5,Affluent,affluent_residual,Affluent & Ascendant,72.90676203344721,100.0,90.50666666666666,67.71004170197718,0.327250006152303,dominant,79.5
LA,"San Pedro, Los Angeles, California",,,35.6,Working Class,working_class_low_wealth,Working Community,54.312109436767905,30.81429035447042,9.514444444444445,34.21166846321765,0.7840678215154196,moderate,35.6
LA,"Santa Monica, California",,,70.1,Affluent,affluent_residual,Affluent & Ascendant,68.52043516164059,57.32468310533284,64.02722222222224,89.29480845241714,0.715217783348892,strong,70.1
LA,"Sherman Oaks, Los Angeles, California",,,77.6,Affluent,affluent_residual,Affluent & Ascendant,96.26930082943352,63.84114778685199,59.495000000000005,64.13648495471385,0.9196054664069588,dominant,77.6
LA,"Signal Hill, California",,,37.5,Working Class,working_class_low_wealth,Working Community,44.865309749442616,32.082222629711744,27.909444444444446,41.65639648812726,0.3371565372304865,moderate,37.5
LA,"Silver Lake, Los Angeles, California",,,59.5,Affluent,affluent_residual,Affluent & Ascendant,66.49051371036495,54.25840863891259,60.997777777777785,46.35267549853855,0.3471029828297248,strong,59.5
LA,"Studio City, Los Angeles, California",,,80.4,Affluent,affluent_residual,Affluent & Ascendant,99.92364418301223,47.014524644107574,69.96666666666667,71.77680809756282,1.012261074517048,dominant,80.4
LA,"Sunland-Tujunga, Los Angeles, California",,,43.5,Working Class,working_class_low_wealth,Working Community,49.144573827778274,36.76498445898947,27.56388888888889,62.02705974406927,0.1667032281635916,moderate,43.5
LA,"Sylmar, Los Angeles, California",,,29.9,Working Class,working_class_low_wealth,Working Community,45.75610011828352,29.94542839693453,6.0183333333333335,24.42529239894359,0.32446215588905886,moderate,29.9
LA,"Tarzana, Los Angeles, California",,,54.5,Affluent,affluent_residual,Affluent & Ascendant,60.396139278888334,51.98017176188535,40.91833333333334,56.51786637008311,0.5581684281835647,strong,54.5
LA,"Temple City, California",,,46.1,Working Class,working_class_low_wealth,Working Community,46.909859810214414,44.46350552459814,38.27944444444445,57.37171309043803,0.40397291552977,moderate,46.1
LA,"Thousand Oaks, California",,,29.4,Working Class,working_class_low_wealth,Working Community,33.24620127196045,22.762162678236674,25.34611111111111,36.67046361612172,0.32686776331303785,moderate,29.4
LA,"Torrance, California",,,58.4,Affluent,affluent_residual,Affluent & Ascendant,60.424233366408096,48.30771453439355,43.30722222222222,76.73326789977887,0.07373872663044193,strong,58.4
LA,"Van Nuys, Los Angeles, California",,,33.7,Working Class,working_class_low_wealth,Working Community,35.20934011496818,33.784585883721014,24.50555555555556,42.396156475103844,0.22294555893418275,moderate,33.7
LA,"Venice, Los Angeles, California",,,77.5,Affluent,affluent_residual,Affluent & Ascendant,73.50355870354096,100.0,79.68,67.39334417156489,0.34238174201709554,dominant,77.5
LA,"View Park, Los Angeles, California",,,52.1,Transitional,transitional_cost_wealth_gap,In Transition,42.68914237679984,53.96542030439468,64.68277777777779,58.77190681078811,0.21007034247165826,strong,52.1
LA,"Watts, Los Angeles, California",,,30.7,Working Class,working_class_low_wealth,Working Community,52.88694936175756,25.10606935438,4.937222222222223,22.487759912959383,0.7601380819106877,moderate,30.7
LA,"West Hollywood, California",,,43.3,Working Class,working_class_low_wealth,Working Community,43.808448991177116,43.19052172634789,45.55222222222223,39.05133871216403,0.2529501364564355,moderate,43.3
LA,"West Los Angeles, California",,,68.4,Affluent,affluent_residual,Affluent & Ascendant,66.93975616981399,54.020987057492896,74.79111111111112,76.3036963036963,0.3026598963767927,strong,68.4
LA,"Westwood, Los Angeles, California",,,40.1,Working Class,working_class_low_wealth,Working Community,,0.0,90.17833333333334,39.69119822485207,,moderate,40.1
LA,"Whittier, California",,,30.4,Working Class,working_class_low_wealth,Working Community,45.21369486460292,28.369353218148508,11.963888888888889,23.534346088693916,0.5722779792748556,moderate,30.4
LA,"Wilmington, Los Angeles, California",,,20.2,Working Class,working_class_low_wealth,Working Community,31.264632168985543,23.969476677370842,4.327777777777778,9.19299678423766,0.5367117839034908,faint,20.2
LA,"Windsor Square, Los Angeles, California",,,84.7,Affluent,affluent_residual,Affluent & Ascendant,90.1436415932578,100.0,70.37611111111111,75.35087290332045,0.7642898250764267,dominant,84.7
LA,"Woodland Hills, Los Angeles, California",,,62.2,Affluent,affluent_residual,Affluent & Ascendant,67.51515495572903,48.34812671846498,57.02333333333334,65.86431860822105,0.2060531173248314,strong,62.2
NYC,"Ardsley, NY",,,70.8,Affluent,affluent_residual,Affluent & Ascendant,62.96245045750755,39.38167337761499,98.86222222222221,83.97186694884063,0.07511271439985703,strong,70.8
NYC,"Astoria, Queens, New York",,,56.9,Working Class,working_class_low_wealth,Working Community,53.73219659432281,48.89369120342938,69.32388888888889,61.07435017812376,0.2003196628431705,strong,56.9
NYC,"Battery Park City, Manhattan, New York",,,86.9,Established,established_credential_wealth,Established Prestige,75.34629603341818,50.72234253266189,100.0,89.30691721385539,0.38910421206625745,dominant,86.9
NYC,"Bay Ridge, Brooklyn, New York",,,39.2,Working Class,working_class_low_wealth,Working Community,34.75784686731515,44.246290035214166,33.185,48.98279352226721,0.18606858254889536,moderate,39.2
NYC,"Bayside, Queens, New York",,,58.2,Affluent,affluent_residual,Affluent & Ascendant,68.62400251320327,45.45360403434834,52.797777777777775,49.957393235695115,0.3436728356725872,strong,58.2
NYC,"Bedford-Stuyvesant, Brooklyn, New York",,,64.3,Affluent,affluent_residual,Affluent & Ascendant,59.01748040198991,79.27355057913186,57.28555555555556,72.15124854159481,0.23270156466841302,strong,64.3
NYC,"Bedford, NY",,,84.6,Established,established_credential_wealth,Established Prestige,75.39576635083363,53.41985581943028,98.93333333333334,82.15573014450469,0.39035852834144774,dominant,84.6
NYC,"Bellmore, NY",,,58.3,Affluent,affluent_residual,Affluent & Ascendant,63.267702878865606,34.48674758196223,57.54277777777778,65.72742819140514,0.08285236718872538,strong,58.3
NYC,"Belmont, Bronx, New York",,,21.4,Working Class,working_class_low_wealth,Working Community,17.402201660474322,32.75407518989938,12.472222222222223,24.03941833123094,0.20158734200132075,faint,21.4
NYC,"Bensonhurst, Brooklyn, New York",,,37.7,Working Class,working_class_low_wealth,Working Community,31.64814853277654,27.69244913495194,58.76777777777777,40.45724878350197,0.32852681033786657,moderate,37.7
NYC,"Bloomfield, NJ",,,41.1,Working Class,working_class_low_wealth,Working Community,42.789062321983366,21.105263131307776,45.71611111111112,63.50918936659008,0.30449032702716344,moderate,41.1
NYC,"Boerum Hill, Brooklyn, New York",,,84.2,Affluent,affluent_residual,Affluent & Ascendant,78.02389451591581,100.0,79.43111111111111,90.81191605525622,0.4569945255004098,dominant,84.2
NYC,"Borough Park, Brooklyn, New York",,,52.3,Transitional,transitional_cost_wealth_gap,In Transition,26.554809924888787,90.52834384302695,15.585,44.73975723975724,0.16517661485849014,strong,52.3
NYC,"Brighton Beach, Brooklyn, New York",,,42.1,Working Class,working_class_low_wealth,Working Community,47.9818311525826,37.64900098555214,46.736111111111114,29.944869486948694,0.6320074881959669,moderate,42.1
NYC,"Bronxville, NY",,,70.4,Affluent,affluent_residual,Affluent & Ascendant,80.8117113770777,40.66981174489202,75.24444444444445,64.52814342520224,0.5276794178539305,strong,70.4
NYC,"Brooklyn Heights, Brooklyn, New York",,,77.6,Affluent,affluent_residual,Affluent & Ascendant,74.44038348430279,61.44672588061938,99.25333333333333,75.1791051272379,0.3661348657264705,dominant,77.6
NYC,"Bushwick, Brooklyn, New York",,,48.9,Affluent,affluent_residual,Affluent & Ascendant,61.9566382027793,54.15232665572507,9.673333333333334,54.85393829143829,1.617400435097897,moderate,48.9
NYC,"Canarsie, Brooklyn, New York",,,29.0,Working Class,working_class_low_wealth,Working Community,34.46423267772188,34.360459506738984,18.66611111111111,21.47320917773276,0.1495823517700332,moderate,29.0
NYC,"Carnegie Hill, Manhattan, New York",,,100.0,Established,established_credential_wealth,Established Prestige,100.0,100.0,100.0,100.0,1.1040140002467647,dominant,100.0
NYC,"Carroll Gardens, Brooklyn, New York",,,93.5,Established,established_credential_wealth,Established Prestige,78.13844499108161,100.0,97.01333333333334,96.87316343978131,0.45989894440932066,dominant,93.5
NYC,"Cedarhurst, NY",,,58.8,Affluent,affluent_residual,Affluent & Ascendant,61.09595180980392,39.679713235141826,62.63277777777778,64.0708824550963,0.3771494430213545,strong,58.8
NYC,"Chappaqua, NY",,,84.0,Established,established_credential_wealth,Established Prestige,76.7874200619791,43.579488998035465,100.0,80.9240685712717,0.42564380627204274,dominant,84.0
NYC,"Chatham, NJ",,,81.1,Established,established_credential_wealth,Established Prestige,67.91575378925418,44.45340247858028,86.56,94.69195281383772,0.20070335762916974,dominant,81.1
NYC,"Chelsea, Manhattan, New York",,,81.1,Affluent,affluent_residual,Affluent & Ascendant,98.52246948126621,33.38551556601558,79.22055555555555,79.75006266387659,0.9767343925670309,dominant,81.1
NYC,"Chinatown, Manhattan, New York",,,57.8,Affluent,affluent_residual,Affluent & Ascendant,60.80222037882472,42.28629910774949,57.77444444444445,62.63070429321053,0.39074732204371565,strong,57.8
NYC,"City Island, Bronx, New York",,,52.4,Affluent,affluent_residual,Affluent & Ascendant,60.00555963054971,30.829444923497213,65.95222222222223,37.807559573293844,0.2033542924717384,strong,52.4
NYC,"Clinton Hill, Brooklyn, New York",,,83.3,Established,established_credential_wealth,Established Prestige,85.92355673511558,44.89793650336608,86.06222222222222,90.64673274384018,0.6572898825492901,dominant,83.3
NYC,"Closter, NJ",,,59.9,Affluent,affluent_residual,Affluent & Ascendant,70.47049773828758,33.97149223505141,63.49111111111111,52.19521269998759,0.2654787033643885,strong,59.9
NYC,"Cobble Hill, Brooklyn, New York",,,86.1,Established,established_credential_wealth,Established Prestige,73.19109088906146,59.426116677047546,100.0,85.20867667364482,0.33445914346404043,dominant,86.1
NYC,"Coney Island, Brooklyn, New York",,,28.5,Working Class,working_class_low_wealth,Working Community,37.19613701754777,31.476039868640193,10.758333333333333,27.093342189306757,0.5169579863505996,moderate,28.5
NYC,"Cos Cob, CT",,,75.3,Affluent,affluent_residual,Affluent & Ascendant,75.54117851713453,81.66797248536447,81.495,63.978606139623075,0.39404544316898343,dominant,75.3
NYC,"Cranford, NJ",,,59.6,Affluent,affluent_residual,Affluent & Ascendant,63.90864520300577,27.980385946460927,56.51777777777778,76.9170966272564,0.4351981266614345,strong,59.6
NYC,"Cresskill, NJ",,,62.7,Affluent,affluent_residual,Affluent & Ascendant,70.9924296671557,38.836108892650586,53.31000000000001,71.29340023767863,0.278712249198003,strong,62.7
NYC,"Croton-on-Hudson, NY",,,66.1,Affluent,affluent_residual,Affluent & Ascendant,72.83055508437715,33.956337666024616,74.50166666666667,66.86243794716195,0.3253177845395238,strong,66.1
NYC,"Crown Heights, Brooklyn, New York",,,66.2,Transitional,transitional_cost_wealth_gap,In Transition,49.349628130054526,90.93751720675026,47.19388888888889,54.48094365649582,0.383597107751701,strong,66.2
NYC,"DUMBO, Brooklyn, New York",,,91.2,Established,established_credential_wealth,Established Prestige,80.24704955317198,98.36325602987672,100.0,84.23431407302374,0.513362458660892,dominant,91.2
NYC,"Darien, CT",,,87.6,Established,established_credential_wealth,Established Prestige,90.61984983063313,74.22707909321122,81.65333333333334,97.99413926196003,0.7763640500607416,dominant,87.6
NYC,"Demarest, NJ",,,76.7,Affluent,affluent_residual,Affluent & Ascendant,83.76255478368608,46.38813579100031,86.96888888888888,73.34566651210764,0.6024978363282627,dominant,76.7
NYC,"Ditmas Park, Brooklyn, New York",,,56.8,Affluent,affluent_residual,Affluent & Ascendant,60.04844431743877,77.1620139613993,47.385555555555555,43.744240255868164,0.26410839364921995,strong,56.8
NYC,"Dobbs Ferry, NY",,,64.3,Affluent,affluent_residual,Affluent & Ascendant,68.17599923639946,41.73568309977617,86.70222222222225,49.9116052486839,0.20730186188288613,strong,64.3
NYC,"East Harlem, Manhattan, New York",,,19.6,Working Class,working_class_low_wealth,Working Community,,0.0,34.42333333333333,32.11295096948506,,faint,19.6
NYC,"East New York, Brooklyn, New York",,,27.3,Working Class,working_class_low_wealth,Working Community,27.0975927667221,31.18305153412228,12.23,40.96305071075713,0.11891072874646959,moderate,27.3
NYC,"East Village, Manhattan, New York",,,79.2,Affluent,affluent_residual,Affluent & Ascendant,87.25426984010383,48.30266301138462,75.78666666666666,87.7659346110915,0.6910300158736545,dominant,79.2
NYC,"Eastchester, NY",,,35.6,Working Class,working_class_low_wealth,Working Community,35.66014231839992,32.48634447042611,40.154444444444444,34.83590571509531,0.18380892619207503,moderate,35.6
NYC,"Edgewater, NJ",,,76.9,Affluent,affluent_residual,Affluent & Ascendant,95.74563783762625,31.839749525283125,69.17555555555556,75.94125283998702,0.9063280295992944,dominant,76.9
NYC,"Elmhurst, Queens, New York",,,35.1,Working Class,working_class_low_wealth,Working Community,41.0692856350247,40.81125438914206,27.275000000000002,22.246503496503497,0.2779359037747657,moderate,35.1
